[-24.213175,5.595254] 20
[-179.841092,-46.008281] 180
[18.774214,-47.575137] 180
[50.499515,-50.15441] 180
[52.857047,37.4633135] 180
[146.356716,40.662809] 180
[-123.898713,-52.586582] 180
[18.162319,65.2277565] 180
[-82.980592,-47.6962445] 180
[-80.902637,40.240069] 180
[-112.708668,41.814241] 180
[39.788447,-54.3409525] 180
[17.520582,33.5963955] 180
[-28.324332,41.600305] 180
[-141.07925,-54.344568] 180
[90.122675,-37.3484175] 180
[89.799886,-49.7902555] 180
[-128.560949,-58.334342] 180
[-18.140243,47.3109685] 180
[67.064468,-33.7766475] 180
[-148.960717,-65.5765585] 180
[36.067154,61.3420425] 180
[115.777915,-31.147595] 180
[4.984945,-39.139969] 180
[170.004694,12.470336] 180
[117.91756,-46.420906] 180
[146.288595,45.8379995] 180
[-23.19733,-53.2708355] 180
[172.409835,-60.365564] 180
[-35.529221,28.0836865] 180
[136.271407,27.9588305] 180
[-35.681664,52.6100725] 180
[-99.621491,3.259444] 180
[-176.465493,-18.852127] 190
[-114.908937,62.1699525] 190
[53.422036,-59.479544] 190
[86.15062,-62.0513735] 190
[32.982172,-60.2209325] 190
[173.607612,52.724467] 190
[7.659932,-61.1253665] 190
[-139.015077,15.278675] 190
[5.723692,-60.63441] 190
[19.348677,-55.222398] 190
[47.685938,-64.7149415] 190
[92.3566,-63.570813] 190
[24.557217,-67.962206] 190
[100.251857,56.395913] 190
[81.928015,-39.7502125] 190
[-165.806052,-38.0357165] 190
[12.432395,-50.286167] 190
[-144.811502,-49.260013] 190
[111.723501,-58.9944985] 190
[174.925794,50.925846] 190
[173.260934,-41.8934505] 190
[130.108339,-42.5280715] 190
[-152.453391,-50.4278195] 190
[26.185739,56.685062] 190
[4.826147,62.200316] 190
[-23.434554,-30.073232] 190
[117.620812,-46.0364305] 190
[-117.547108,41.56553] 190
[146.156676,63.909698] 190
[-19.910968,28.874585] 190
[-108.113776,25.4360085] 190
[62.069833,34.706644] 190
[177.407098,-65.907175] 190
[27.304598,-57.212107] 190
[49.548149,-54.2416045] 190
[130.051927,-51.906621] 190
[143.085553,28.4939495] 190
[-170.655995,-60.2368345] 190
[-111.896257,2.1513085] 190
[36.556404,-58.2712975] 190
[-115.383066,-59.2142645] 190
[59.449775,54.334962] 190
[-115.34309,30.0482535] 190
[-86.659056,35.7595935] 190
[-168.891691,54.2407705] 190
[-79.369587,-51.8714025] 190
[57.038562,-55.3242205] 190
[-15.30961,47.468408] 190
[-123.833126,58.021983] 190
[-29.763283,58.8544735] 190
[145.761417,-55.624072] 190
[-95.083647,50.424946] 190
[144.332528,30.496473] 190
[141.157732,-51.1395465] 190
[-115.831645,-57.7135705] 190
[-41.979814,-46.131895] 190
[-8.063904,-45.8179855] 190
[71.684641,66.2026985] 190
[37.271757,65.985281] 190
[-147.80984,-68.202637] 190
[-6.36294,54.361442] 190
[-16.421709,10.260606] 190
[-154.136738,-68.701267] 190
[-155.288435,49.323409] 190
[118.973302,-27.4790765] 190
[-111.643986,54.95145] 190
[-116.687849,-28.414554] 190
[-105.477541,-41.339441] 190
[-94.87268,-42.8389625] 190
[20.796475,-56.7314815] 190
[-11.450645,16.954858] 190
[-21.471693,-56.8181715] 190
[-112.525177,-17.7408715] 190
[114.534036,38.0427095] 190
[164.151143,-54.91503] 190
[-120.646714,23.644837] 190
[-41.995933,60.025423] 190
[-92.613629,-44.7578645] 190
[-65.294789,-41.0350415] 200
[-112.182233,47.7957345] 200
[-36.614746,-56.230284] 200
[55.5248,62.1613365] 200
[-115.918994,-49.057814] 200
[133.064759,50.825582] 200
[33.497829,-65.586144] 200
[-174.811221,-20.190389] 200
[51.901993,43.4047765] 200
[-31.677418,51.878547] 200
[32.710764,-17.5596075] 200
[-176.947738,-42.6227675] 200
[76.266705,-34.442136] 200
[-30.634933,-49.572081] 200
[-165.443694,51.6617075] 200
[15.389083,-58.8597] 200
[96.94243,56.326168] 200
[139.689508,55.7811645] 200
[38.20241,-60.350467] 200
[2.447082,-54.5536125] 200
[82.009816,52.546325] 200
[168.843691,-61.774384] 200
[-174.225294,-65.0648815] 200
[54.725064,-68.3937195] 200
[137.998853,54.906101] 200
[-36.813435,41.46516] 200
[-69.254718,-38.405716] 200
[78.806127,-55.7585095] 200
[-64.711719,53.0184115] 200
[-23.484875,-69.174367] 200
[68.346773,-63.4144475] 200
[76.024551,-66.3578245] 200
[127.28708,-58.806152] 200
[71.662611,65.6818325] 200
[165.480023,50.244666] 200
[-65.869603,-47.7198545] 200
[125.654884,60.375461] 200
[-175.251517,28.0364425] 200
[30.938429,-62.938585] 200
[122.678745,-25.8439935] 200
[136.674929,-71.0465715] 200
[-72.667336,60.607308] 200
[-19.972579,62.5997345] 200
[-71.988304,55.6451025] 200
[-12.725319,60.042429] 200
[34.279582,65.4277045] 200
[62.741419,-50.0189115] 200
[81.906329,-61.4270705] 200
[-53.927007,-18.679844] 200
[-6.926154,-44.1616515] 200
[139.980589,-70.755662] 200
[-131.234884,-65.3335935] 200
[80.612688,43.5494535] 200
[-164.482651,58.6508755] 200
[-41.3018,-61.4199575] 200
[-122.177929,-64.8891615] 200
[63.44856,55.8561535] 200
[-89.071941,-48.055238] 200
[-69.155847,-56.516602] 200
[82.028189,48.769056] 200
[158.883342,-49.810616] 200
[106.950458,45.172535] 200
[-157.555143,-55.9655265] 200
[48.112005,58.0443215] 200
[-94.739576,-30.1041475] 200
[169.645656,48.852695] 200
[-178.092895,58.655676] 200
[57.102241,45.937005] 200
[-73.723536,-40.317971] 200
[33.307107,-37.2527] 200
[-88.452396,62.7089595] 200
[-52.248721,52.844089] 200
[175.628167,-69.82] 210
[71.564511,66.0724975] 210
[137.562584,-62.0770975] 210
[-69.168181,63.3281495] 210
[77.206327,44.769733] 210
[-138.335059,-18.399949] 210
[-52.863056,62.922431] 210
[-174.575281,-34.752503] 210
[-61.440964,60.1455615] 210
[-14.318922,-64.8285035] 210
[173.825664,55.920846] 210
[161.326674,65.5897675] 210
[98.028821,30.0702765] 210
[-51.545288,-62.582134] 210
[16.086363,40.886637] 210
[-46.085799,-61.1103695] 210
[147.88212,11.6768345] 210
[-63.156528,46.534701] 210
[-177.176356,61.681553] 210
[-141.774888,54.4230015] 210
[133.60083,60.3751375] 210
[-146.43709,-68.6520205] 210
[-115.48192,-57.6010015] 210
[-111.298808,-52.230625] 210
[6.830519,-59.3696195] 210
[115.949652,59.245757] 210
[13.582487,-56.2686975] 210
[-161.389602,64.9705995] 210
[-73.103885,55.359601] 210
[3.710575,-54.7480675] 210
[-7.694574,-44.5612795] 210
[77.550792,-58.4365935] 210
[-35.415906,-56.394765] 210
[-99.729079,40.7206555] 210
[-103.338644,50.869216] 210
[-102.897728,-50.2553195] 210
[88.499979,53.657835] 210
[-22.875235,-64.275015] 210
[-126.047464,-60.69916] 210
[142.467648,-60.511351] 210
[47.364648,-56.6245825] 210
[-26.857566,-69.1666215] 210
[138.254327,28.751425] 210
[-43.019492,-63.678492] 210
[-44.33928,-62.661968] 210
[40.267651,65.7122675] 210
[-169.192213,-56.943096] 210
[-94.438552,-63.957444] 210
[125.539935,54.9635095] 210
[78.875274,56.742396] 210
[100.55978,45.391678] 210
[-24.405244,45.79165] 210
[-58.462878,-63.159315] 210
[15.810085,-56.8570525] 210
[-78.008987,39.608733] 210
[-81.829324,-58.7724715] 210
[-169.725619,47.287942] 210
[-75.873797,41.7790935] 210
[-148.872112,-64.96308] 210
[130.591099,57.890406] 210
[126.664673,30.6406885] 210
[163.932769,-66.0269715] 210
[164.388475,-65.862465] 210
[126.898058,-60.2712115] 210
[-145.396295,-60.2791835] 210
[-88.011719,-61.3816845] 220
[-57.272547,-22.4950965] 220
[-169.872774,-59.4558995] 220
[-155.646038,-55.8485845] 220
[7.185032,49.3880965] 220
[-90.516396,-64.5279425] 220
[47.00334,-59.5191965] 220
[82.643894,-53.5956625] 220
[-113.728823,46.9979225] 220
[-126.368376,61.20956] 220
[-170.40509,-44.936065] 220
[-130.864155,59.912064] 220
[158.123727,-61.9879755] 220
[-6.588397,-44.541862] 220
[-74.996988,45.450076] 220
[48.510276,51.64952] 220
[65.889368,60.8388985] 220
[173.397245,-60.773242] 220
[-83.998842,45.376642] 220
[132.316848,24.040503] 220
[-130.495978,62.654328] 220
[12.453417,66.834819] 220
[-148.946551,-53.8315785] 220
[-93.35406,-64.9466475] 220
[126.111493,-50.3950035] 220
[-151.610985,63.736587] 220
[-100.272072,-49.916714] 220
[84.421765,70.980239] 220
[102.238589,-60.723464] 220
[-103.114611,41.563365] 220
[-58.558677,-54.2576125] 220
[-23.030994,-58.5362435] 220
[102.849846,70.3077925] 220
[-46.640555,68.3250485] 220
[-151.345219,58.7506735] 220
[-80.957424,64.6238135] 220
[92.778768,-48.783874] 220
[-172.040693,56.689921] 220
[-144.607722,-66.158621] 220
[114.198231,61.828915] 220
[83.669158,71.4668885] 220
[111.843956,61.7385745] 220
[0.957485,56.5645165] 220
[-58.334952,41.8765725] 220
[104.527023,48.514392] 220
[7.356797,50.225955] 220
[-177.942082,60.856967] 220
[126.063853,50.9111005] 220
[139.290303,-65.0397695] 220
[128.539627,64.104045] 230
[91.865186,-63.0779935] 230
[100.592256,66.384212] 230
[119.92101,-67.8762595] 230
[-66.162023,-63.5163985] 230
[-43.270643,54.9656515] 230
[44.724933,66.5935015] 230
[66.942603,-63.556714] 230
[-102.508849,-70.4014295] 230
[0.660559,56.6236245] 230
[-82.18308,-54.6129935] 230
[22.093545,-60.424457] 230
[-138.852141,-60.603676] 230
[-114.320785,54.415081] 230
[-44.751641,-62.0659265] 230
[5.973582,-64.7453625] 230
[-21.906559,-57.440032] 230
[-71.887322,54.8672935] 230
[135.841495,-65.958117] 230
[-22.222671,-59.9406165] 230
[59.051956,-63.1461505] 230
[-24.539645,50.6716365] 230
[139.580596,-65.1347035] 230
[72.481012,66.6541795] 230
[-130.245387,-66.335134] 230
[-91.800903,-66.686613] 230
[10.378637,56.8011395] 230
[93.078036,-65.825793] 230
[48.975398,-49.9058025] 230
[50.090611,-52.314744] 230
[-60.145694,-66.000939] 230
[-121.515631,69.0806565] 230
[107.075139,-62.417681] 230
[-175.822114,57.0196905] 230
[-17.96432,69.432377] 230
[148.536351,-64.4024065] 230
[-110.78702,-51.353837] 230
[-24.275884,-53.3883595] 230
[-93.106445,-68.799291] 230
[-24.829599,50.35475] 230
[139.88109,-65.2094985] 230
[-154.93556,-56.33803] 230
[-34.000245,-59.2848635] 230
[158.946099,-62.207883] 230
[-47.732982,-65.9483185] 240
[-51.378444,-58.7034515] 240
[-61.651156,-60.872255] 240
[-160.413148,70.6613915] 240
[117.252373,-67.07289] 240
[71.751526,-66.5225005] 240
[-166.680598,-58.925165] 240
[-155.804919,-65.906671] 240
[72.27881,-65.530394] 240
[88.330443,-57.3482345] 240
[172.675142,69.8635685] 240
[-97.950952,69.157438] 240
[86.921387,-68.363955] 240
[174.376409,-68.9087865] 240
[148.200369,69.418422] 240
[-120.317094,-64.539516] 240
[-85.552467,-69.292991] 240
[-10.822914,-63.625338] 240
[9.855755,-65.957054] 240
[-166.848475,-64.5745135] 240
[-100.210119,-70.3385505] 240
[-131.068973,60.4315155] 240
[-161.745662,-64.9824945] 240
[-94.142623,55.1491545] 240
[78.278413,-69.0140285] 240
[-56.676595,-60.9321475] 240
[167.566589,58.04557] 240
[136.890791,-67.226462] 240
[168.324874,-68.597958] 240
[-18.212835,67.1997865] 240
[-84.747413,-61.8887705] 240
[115.506082,-65.3906395] 240
[-24.736861,-61.730924] 240
[45.163451,51.980822] 240
[-148.969251,-26.37886] 240
[-30.81186,-62.483538] 250
[-66.609718,-62.4074475] 250
[-126.396626,67.4102495] 250
[166.687763,-65.420857] 250
[-112.379335,59.3954415] 250
[-129.343633,-67.9344295] 250
[23.379367,-58.566848] 250
[72.88386,62.623761] 250
[125.939433,-63.524143] 250
[67.169749,68.6124205] 250
[-151.271678,72.0530375] 250
[-27.469982,58.6973555] 250
[-44.643211,67.7525325] 250
[78.43221,-60.035048] 250
[-27.029885,59.253643] 250
[-122.517695,74.5330645] 250
[-126.08589,66.648418] 250
[-136.594522,-63.0920795] 250
[96.410827,68.702107] 250
[145.059605,60.65646] 250
[176.988535,-51.0697695] 250
[-176.364221,-66.4146365] 250
[143.935382,-65.6740425] 250
[-114.978813,-64.7366175] 250
[76.977079,44.2142565] 250
[146.078364,-64.642808] 250
[-24.223206,-55.760535] 250
[96.923984,-59.808138] 250
[34.407019,-66.4694455] 250
[79.933253,66.5736705] 250
[-163.880817,-74.7824005] 260
[-51.29748,60.338281] 260
[-140.975377,-63.0540545] 260
[78.233939,-69.847011] 260
[-54.148316,-62.657945] 260
[58.864637,-64.8722115] 260
[104.581514,71.572099] 260
[1.156987,52.778617] 260
[21.591001,-65.191909] 260
[153.03345,68.579174] 260
[-27.055035,68.5246565] 260
[-0.165707,-60.8914175] 260
[-47.797782,-66.472629] 260
[104.022831,-66.8971225] 260
[102.881948,-63.5781555] 260
[-65.276453,-61.327797] 260
[-125.952632,-54.5582635] 260
[4.615645,-64.2536585] 260
[7.137618,-72.8441335] 260
[-172.148137,-58.1048535] 260
[33.083244,65.3311685] 260
[23.232847,65.5820915] 260
[-10.497554,64.6306555] 260
[-6.955518,60.4697335] 260
[155.334097,-55.076342] 260
[-160.797093,-69.50248] 260
[9.420578,58.0015225] 260
[31.689792,65.655254] 260
[-32.202391,48.1940615] 260
[-80.996922,52.3693635] 260
[122.323528,-58.544756] 260
[64.390586,72.970922] 260
[109.3875,67.9416475] 260
[-83.108755,-62.4627245] 260
[4.91565,-65.6771905] 260
[-48.198359,66.7714725] 260
[106.445087,-60.35808] 260
[-15.868653,69.940503] 260
[-98.863939,-55.912197] 260
[100.80287,-64.569874] 260
[151.092787,-63.807765] 260
[-36.91539,60.6060035] 260
[157.718501,3.005769] 260
[91.271857,70.5417785] 270
[-165.853987,69.006862] 270
[16.544815,-70.154617] 270
[128.441816,-64.457012] 270
[-163.476037,68.006588] 270
[-8.26524,66.255187] 270
[87.846631,-60.3792545] 270
[-11.162039,62.860111] 270
[75.548998,66.322291] 270
[-7.738477,-73.073663] 270
[166.920189,49.485508] 270
[-31.637885,-67.4635225] 270
[-168.201804,-61.910053] 270
[166.794456,-66.8501585] 270
[-125.42891,65.589056] 270
[-56.57737,-61.914359] 270
[174.336378,-70.6562925] 270
[130.96077,-70.8415475] 270
[109.769189,-70.788547] 270
[-24.624234,63.021866] 270
[-1.277402,63.8706465] 270
[13.665368,58.651089] 270
[175.991524,62.3936035] 270
[-134.713161,69.1039195] 270
[179.732516,-68.368814] 270
[-104.166546,-70.440259] 270
[-16.571221,-70.634928] 270
[-154.295382,60.0344325] 270
[-91.818231,72.579493] 280
[-6.965141,58.9308625] 280
[141.808757,-71.216947] 280
[-24.732626,-70.8967565] 280
[101.326148,-61.8926615] 280
[-156.441205,-71.0877755] 280
[71.24294,68.9864505] 280
[-171.546915,-73.755344] 280
[-28.974121,-67.114487] 280
[-6.651976,57.949301] 280
[65.530628,64.6397255] 280
[-31.847195,-67.6011725] 280
[144.044477,-67.8798455] 280
[125.468675,71.470211] 280
[140.795227,-63.8470435] 280
[-132.300266,69.6147595] 280
[-138.997242,64.07868] 280
[-30.847234,71.717719] 280
[77.96886,66.5888925] 280
[-20.846944,-67.6293375] 280
[68.573887,-58.4543485] 280
[119.6191,-71.6203005] 280
[-43.218724,66.2432655] 280
[98.923611,-69.391298] 290
[88.598368,-66.573113] 290
[-9.681583,-69.715777] 290
[37.77638,62.6861355] 290
[8.290194,-62.940907] 290
[-120.680175,60.300424] 290
[125.112239,-70.8948015] 290
[-23.140079,-65.608361] 290
[-45.479528,70.1150035] 290
[-82.673749,57.241173] 290
[-51.900332,69.3331405] 290
[4.522146,63.7313625] 290
[37.431785,67.4133075] 290
[81.046204,-64.612962] 290
[-73.393991,-57.4871755] 290
[-157.353456,66.4961435] 290
[25.814668,66.137202] 290
[-121.383768,66.3630015] 290
[-16.671555,72.266455] 290
[-115.55101,69.887306] 290
[-8.29775,63.7794825] 290
[-84.581382,-71.969437] 290
[-69.802823,73.212911] 290
[-83.092769,-71.6301745] 290
[-139.82224,64.929634] 290
[141.561073,70.6948325] 290
[99.256827,71.3650745] 290
[60.863952,70.26561] 290
[18.042334,-70.52615] 290
[-130.869948,67.153006] 290
[3.843534,70.3251255] 290
[-86.103757,71.070641] 300
[78.643989,-63.7441905] 300
[-148.261369,67.02137] 300
[56.995196,-63.320225] 300
[-97.326672,61.691737] 300
[20.394708,71.903515] 300
[-76.095443,71.709495] 300
[-92.953922,70.3952335] 300
[-29.844722,65.886046] 300
[29.777269,66.237559] 300
[70.188759,62.923856] 300
[113.472802,68.2970805] 300
[97.90982,-72.3056765] 300
[-111.428853,-63.156202] 300
[65.074256,-61.696146] 300
[77.463739,-63.678839] 300
[-74.555035,-70.9986895] 300
[-120.26812,-68.9325955] 300
[67.430693,71.234708] 310
[163.186627,-69.781847] 310
[177.408288,61.40821] 310
[-57.832092,58.939172] 310
[-147.389695,-75.1008625] 310
[-110.321881,-71.707687] 310
[-33.138704,-75.0808195] 310
[9.69038,71.48697] 310
[-173.742433,68.895114] 310
[48.344215,66.58004] 310
[77.30892,-61.5220445] 310
[-123.356894,64.903371] 310
[-64.063851,71.544688] 310
[-92.173333,75.0963085] 310
[123.361632,-71.638027] 310
[145.942033,-68.3250235] 310
[-91.807357,66.2890815] 310
[-146.823707,67.1762555] 310
[119.538335,-64.40052] 310
[164.335854,-69.5935755] 310
[114.082807,-68.389166] 310
[-23.623302,-74.599164] 310
[47.844274,68.764216] 320
[56.600952,-72.26411] 320
[-27.63139,-74.222085] 320
[-61.191551,-68.9034285] 320
[-113.484649,-65.3026075] 320
[-9.156637,58.1130985] 320
[47.412407,-67.585085] 320
[-116.379272,-71.394401] 320
[111.894028,-68.4501145] 320
[-9.898614,73.4227105] 320
[48.597231,72.803896] 320
[-144.173069,64.3489445] 320
[-64.674604,71.564608] 320
[-84.934144,-67.3852915] 320
[-115.075012,72.986679] 320
[8.072962,67.8286885] 320
[47.551182,-75.117719] 320
[26.608295,71.8165915] 320
[49.486756,-66.593115] 330
[-26.580311,75.4634165] 330
[-113.294607,72.4066115] 330
[-155.407419,70.1820505] 330
[129.495673,-60.9214025] 330
[130.897124,-59.59205] 330
[52.878798,-70.762251] 330
[86.570308,68.2719985] 330
[88.294624,68.605566] 330
[136.234478,-72.4692165] 330
[-84.406668,72.6290395] 330
[99.91579,-68.9271875] 330
[-28.033344,71.6006235] 330
[-21.297288,70.639589] 330
[57.344526,-71.9378195] 330
[-65.065914,72.2016415] 330
[-76.011903,68.770736] 330
[-113.388159,-72.3423755] 330
[47.768587,-75.6222815] 330
[-167.415209,70.9160395] 330
[12.691812,-74.530879] 330
[125.679859,68.475216] 330
[80.093705,72.15571] 330
[-179.478431,-73.770002] 330
[-48.826983,-59.9725445] 330
[174.23685,-73.389281] 340
[-19.309786,-67.1188655] 340
[-96.068921,75.125754] 340
[-21.784364,73.8804485] 340
[144.861881,72.5411715] 340
[-47.988326,71.0579975] 340
[37.304808,72.562554] 340
[154.468145,-74.082175] 340
[10.391173,72.3929125] 340
[-170.076369,73.9748805] 340
[27.351416,72.503252] 340
[14.578199,71.8268325] 340
[62.373909,69.462581] 340
[101.54576,-71.611692] 340
[33.14949,69.467769] 340
[81.35458,-72.317081] 340
[38.304454,-75.608019] 340
[51.01206,72.7855415] 340
[73.6725,-72.1277605] 340
[-137.13901,74.9557265] 340
[-110.696674,66.598852] 340
[-128.195523,-73.5880025] 350
[-169.824529,72.7367735] 350
[-83.063566,75.226935] 350
[-61.417667,75.6162595] 350
[-16.86297,-72.895399] 350
[-24.635666,65.9681095] 350
[-146.082491,70.082707] 350
[-48.457061,70.952547] 350
[-111.191998,-75.545049] 350
[99.314146,65.8428455] 350
[171.169845,73.427571] 350
[-29.524437,76.575016] 350
[-174.537895,-72.328006] 350
[173.84903,-77.0038365] 350
[-40.032313,70.414789] 350
[145.314228,72.424319] 350
[34.578204,73.115336] 350
[15.405147,-74.2785225] 360
[115.272082,71.924135] 360
[172.218151,73.3734015] 360
[-89.673804,-73.1931525] 360
[-2.807891,74.742847] 360
[151.217407,69.953776] 360
[-81.122586,72.2482365] 360
[169.884537,72.1879135] 360
[-15.473848,-72.1624465] 360
[10.115649,-70.0369695] 360
[-105.506048,-75.7786965] 360
[8.099904,77.233397] 360
[127.91246,-71.655335] 370
[0.556885,-70.945863] 370
[24.831518,64.779384] 370
[-76.499317,-73.845923] 370
[0.606092,-71.4670315] 370
[-75.319737,73.458351] 370
[-144.523926,74.434992] 370
[84.515994,-74.0372135] 370
[-10.867444,59.430995] 370
[78.395575,74.3831905] 370
[105.359306,-73.868459] 370
[-46.85662,-76.084762] 370
[135.568837,73.5326715] 370
[175.53791,-74.9379675] 370
[76.18875,73.2186595] 370
[164.763963,-68.6237925] 370
[156.306234,-75.5379785] 370
[-43.577534,-71.648536] 380
[-50.309787,77.5213775] 380
[41.770121,-73.897238] 380
[-91.869882,-74.8938545] 380
[92.002568,-71.327669] 380
[-79.296939,68.9457755] 380
[-65.777723,-69.2841985] 380
[34.109534,75.222783] 380
[-63.368388,74.8996175] 380
[48.360131,68.5198895] 380
[136.037008,-75.1182465] 380
[38.520792,-73.8569285] 380
[62.268392,-73.5798505] 380
[-104.402324,72.728992] 380
[-80.340633,-74.0421875] 380
[67.216856,73.5766065] 380
[-143.379005,74.272549] 380
[-31.479965,-72.8836365] 390
[64.477148,75.114523] 390
[81.31328,72.7920415] 390
[-76.27118,73.990113] 390
[-37.266786,-72.963005] 390
[-138.456501,-69.7758525] 390
[-137.806003,77.2088995] 390
[-137.601649,-76.122186] 390
[147.425314,-73.325061] 390
[64.137709,76.0747615] 390
[-64.488079,-71.8866025] 390
[77.531727,76.9491425] 400
[92.865214,74.818186] 400
[-178.144124,74.7487355] 400
[-110.026356,-69.1743345] 400
[-113.196003,-76.7532095] 400
[-60.558346,-71.7735165] 400
[-1.550946,-70.744869] 400
[111.115632,-73.560193] 400
[-47.56127,-77.5992595] 400
[88.873063,-74.3390075] 400
[-139.083147,75.9825185] 400
[142.50409,-73.133319] 400
[13.25193,76.6783945] 400
[-19.158908,-77.93599] 400
[-64.675183,-69.653668] 400
[-127.202844,72.463636] 400
[6.028939,76.791189] 410
[37.581479,77.068415] 410
[-1.995184,-71.294418] 410
[-40.781984,73.006988] 410
[-70.418249,-73.800569] 410
[90.48771,-72.5227735] 410
[30.698587,76.447181] 410
[91.315373,-70.648223] 410
[-108.414031,-75.2682465] 410
[99.141477,-75.79344] 410
[-133.071091,-72.7657805] 410
[141.328532,-72.9459605] 410
[-36.579217,72.9699505] 410
[91.281427,-72.4475105] 410
[73.444225,72.0405045] 410
[-73.332598,73.252456] 410
[1.861925,73.7546485] 410
[-40.833492,74.604865] 410
[100.306226,-75.242296] 410
[-146.596213,-77.1834215] 410
[35.164335,-76.707077] 420
[57.725274,76.758111] 420
[80.093084,76.6775455] 420
[-63.079131,-73.1566555] 420
[151.922947,76.105462] 420
[-28.632176,-76.729983] 420
[-152.202599,-76.7173215] 420
[-160.335749,-72.2768] 420
[137.260018,-77.012074] 420
[-150.288555,-76.902852] 420
[-97.71245,-78.0309725] 420
[-105.117553,-77.3411065] 430
[-35.987807,-77.1302075] 430
[-64.670187,-74.342291] 430
[132.937826,-78.974299] 430
[122.800809,-77.8230205] 430
[14.029489,-76.7462175] 430
[-43.627085,-73.104421] 430
[55.34422,75.809158] 430
[96.956146,75.882171] 430
[-108.056802,76.9517275] 430
[28.613474,-72.8888775] 430
[140.676735,-75.8149035] 430
[41.721381,78.405027] 430
[151.329168,-76.163887] 430
[-94.274431,79.363678] 430
[-164.732115,77.829156] 430
[-146.971956,75.9834695] 440
[138.006147,-73.3956205] 440
[-11.078017,80.8673405] 440
[40.102426,-79.5229585] 440
[-103.86865,-67.6896895] 440
[-11.741344,79.0569985] 440
[-173.356511,78.600404] 440
[115.990716,76.1720445] 440
[-84.477008,-74.51146] 440
[67.076287,-75.5599925] 440
[144.323994,76.07091] 440
[-13.318665,-77.8313235] 440
[-159.836216,-74.478846] 440
[31.588158,-72.3742785] 450
[76.716462,-78.3464315] 450
[22.798693,75.6916895] 450
[-135.748754,-75.3497495] 450
[159.876586,-77.5997] 450
[133.484182,-75.4309805] 450
[164.20334,76.148373] 450
[113.064711,74.0998105] 460
[172.613441,77.007958] 460
[-51.031798,72.9889235] 460
[-105.640069,-74.892861] 460
[-4.091143,76.3042765] 460
[-130.108851,77.292154] 460
[-20.183282,76.341905] 460
[145.133325,73.6697265] 460
[-20.221347,-78.7738175] 470
[-1.382534,78.60801] 470
[-48.951802,74.1404425] 470
[-96.981013,-76.853377] 470
[156.785558,74.228503] 480
[9.039386,75.3861] 480
[-85.314669,76.346118] 480
[35.054932,78.400456] 480
[123.922764,73.7249965] 480
[93.709094,-78.347828] 480
[-28.134026,-80.838686] 480
[91.369269,-76.625451] 480
[168.471056,78.41878] 480
[-120.298151,77.071989] 480
[4.3489,77.478191] 480
[44.91764,75.065778] 490
[-153.316716,79.313073] 490
[-132.86571,-78.4568305] 490
[116.131211,77.045315] 490
[69.649552,-77.8700435] 490
[172.795704,76.2685255] 490
[91.918353,-76.706642] 490
[118.566433,-78.9336655] 490
[-136.405589,-76.996575] 490
[57.392901,-77.5429225] 500
[73.524678,78.170752] 500
[37.772547,-78.7822325] 500
[-68.087537,-78.7401925] 500
[-35.693819,-77.4453925] 510
[29.679699,-77.1704945] 510
[-123.794698,-78.569694] 510
[148.027812,78.5828105] 510
[-136.03304,77.7091655] 510
[-38.814512,-77.938967] 510
[-141.090079,-79.55658] 510
[-81.496209,76.143992] 510
[94.430823,77.7735535] 520
[135.473331,-76.354547] 520
[-15.025344,80.5219035] 520
[69.2719,79.2108505] 520
[26.166183,79.7488175] 520
[-89.03993,81.22128] 520
[-97.702781,78.088317] 530
[171.148573,77.578379] 530
[-98.435131,-78.561065] 530
[-136.906817,78.9688695] 530
[-154.487612,76.0249865] 530
[14.627512,-78.6054335] 530
[0.05454,-80.2615865] 530
[12.615479,-78.958704] 530
[-87.970858,78.8873715] 540
[-56.076537,-80.3390205] 540
[-179.561958,79.6485255] 540
[164.335399,77.5554775] 540
[-78.443866,77.5608555] 550
[-33.025895,-78.706889] 550
[-62.342737,-79.7180815] 550
[-88.316534,79.9849735] 550
[-40.377982,78.4787485] 560
[13.071733,81.2938715] 560
[25.691671,80.23859] 560
[-60.506175,-79.0164925] 560
[-12.817834,81.6204665] 570
[-153.956935,77.359908] 570
[-13.084048,81.6680335] 570
[-71.380565,78.4200115] 570
[-164.45545,81.108377] 570
[52.518358,80.284144] 570
[-74.239913,81.3689575] 580
[-174.378714,-76.840386] 580
[-47.966278,-81.506494] 580
[-116.95772,80.086548] 580
[107.138469,80.035145] 580
[62.61509,76.9683515] 580
[57.414585,80.1473805] 580
[28.687096,-78.3436285] 580
[-65.674691,-80.7174275] 580
[-40.507035,79.038664] 580
[23.637687,-78.4419625] 590
[17.135044,81.4857305] 590
[63.469568,81.4312835] 590
[-51.448436,-81.703705] 590
[146.862332,79.0013575] 590
[-47.550466,-81.7634865] 590
[37.147933,80.297909] 600
[-125.353195,80.6782925] 600
[15.044214,78.773234] 600
[59.699402,78.554252] 600
[-108.007211,-80.457465] 600
[-32.366147,-81.228758] 600
[-94.091653,80.5216475] 600
[-39.666336,79.047498] 610
[-153.968838,80.5056415] 610
[96.364541,78.6950565] 610
[10.284254,81.036012] 610
[51.396614,80.8989145] 610
[-49.012623,-79.4085345] 610
[-156.557942,-78.603966] 610
[-79.235627,-77.871679] 610
[-57.913517,-81.4504155] 610
[16.049929,79.696794] 610
